pub_id  	msc_num
43035094	10030555
43045254	10030556
43035079	10030559
43035082	10030561
43035097	10030563
43035088	10030567
43217211	10030643
43320129	10030644
43329349	10030645
43329464	10030646
43100170	10030785
43305003	10030786
43738786	10030812
43738781	10030813
43738776	10030814
43193294	10030831
43329313	10030832
43329282	10030935
43332612	10031023
43332582	10031024
43332577	10031025
43330955	10031026
43330994	10031027
43329385	10031028
43330283	10031030
43013688	10031055
43013691	10031064
43024984	10031079
43053218	10031081
43021654	10031082
42116570	10031129
42125340	10031130
43330974	10031192
43503929	10031300
43503924	10031301
43504047	10031302
43504042	10031303
42116243	10031432
42102095	10031434
42126088	10031435
42126091	10031436
43503918	10031457
43504037	10031458
43504032	10031459
42126082	10031474
43314501	10031475
43332572	10031476
43314506	10031477
43332592	10031479
43329298	10031481
43329303	10031482
43332587	10031483
43329308	10031485
43320134	10031486
43314516	10031487
43329459	10031566
43329552	10031567
43183018	10031581
43330239	10031587
43329619	10031694
43329480	10031695
43329364	10031977
43193288	10032108
43504004	10032134
43503912	10032135
43503999	10032137
43503898	10032139
43503989	10032140
43503994	10032142
43503893	10032145
43503888	10032146
43503883	10032147
43503878	10032148
43504027	10032149
42040649	10032162
43522129	10032608
43522124	10032609
43314521	10032610
43324192	10032611
43503872	10032792
43503867	10032793
43503862	10032794
42125374	10032882
42125377	10032883
42126079	10032941
43329390	10033873
43329318	10033874
43329369	10033875
43329256	10033916
43329251	10033917
43329323	10033994
43324208	10034249
42040653	10034337
42040443	10034338
43522118	10034442
43475156	10034443
43126381	10035008
43320124	10035010
43320119	10035013
42126085	10035225
43475145	10035627
43475109	10035629
43471879	10035630
43471884	10035631
43100127	10037109
43151764	10037110
43314511	10037111
43305036	10037112
43305023	10037113
43183023	10037114
43305031	10037115
43305018	10037116
43300482	10037117
43300499	10037118
43285896	10037120
43298249	10037121
43300477	10037122
43285816	10037123
43300494	10037124
43285841	10037224
42125364	10037981
42126878	10051101
42126881	10051102
42126887	10051565
42126892	10051568
42126897	10051569
42126902	10051571
42126907	10051572
42126912	10051573
43460856	10053824
43471832	10053825
43461887	10053826
43460851	10053827
43053189	10056344
43329495	10057844
43329490	10057845
43329485	10057846
43285836	10058005
43285831	10058006
43285826	10058007
43274336	10058008
43267608	10058009
43314526	10058010
43126391	10058011
43256189	10058012
43137577	10058013
43256150	10058014
43305013	10058015
43126375	10058016
43075667	10058017
43064842	10058024
43247606	10058025
43247601	10058026
43064837	10058027
43247596	10058028
43151759	10058029
43193299	10058967
43247591	10058968
43126370	10058985
43126365	10058986
43144622	10058987
43305008	10058988
43167030	10058989
43053283	10058990
42125346	10060035
43460845	10060385
43461882	10061050
43460392	10061051
43460387	10061052
44627926	10070000
46695514	10070001
44667791	10070002
44616929	10070003
44329632	10070004
44574621	10070005
45221750	10070006
44329639	10070007
44342921	10070008
44342914	10070009
44627994	10070010
44667798	10070011
44667766	10070012
44628005	10070013
44342969	10070014
44342928	10070015
44667805	10070016
46665001	10070017
42070284	10070018
42070524	10070019
42041292	10070020
42051541	10070022
42070468	10070023
42070461	10070024
42070291	10070025
42070415	10070026
42041576	10070027
42041491	10070032
42070495	10070033
42070408	10070034
42070502	10070035
42041547	10070037
42070376	10070038
42069965	10070039
42041516	10070040
42041524	10070042
42041499	10070043
42041466	10070044
42070384	10070046
42041532	10070047
42070392	10070048
42041555	10070049
42041507	10070051
42079769	10070052
42070029	10070053
42070401	10070054
42070433	10070056
42041338	10070057
42070424	10070058
42070319	10070059
42655243	10070060
42070326	10070061
42079038	10070062
42069871	10070063
42070368	10070065
42070157	10070066
42079195	10070067
42070149	10070068
42079217	10070069
42070035	10070071
42062263	10070072
42078996	10070074
42041473	10070076
42070361	10070077
42070311	10070078
42079181	10070079
42069894	10070083
42070355	10070084
42070042	10070085
42070052	10070086
42070339	10070087
42070828	10070088
42070347	10070089
42070066	10070090
42062169	10070091
42070081	10070092
42041241	10070093
42041481	10070098
42067426	10070100
44616905	10070111
44616913	10070112
47702268	10070113
46868729	10070114
46856499	10070115
46723247	10070116
44535538	10070117
44574613	10070118
44535621	10070119
44535629	10070120
44616921	10070121
44535546	10070122
47696633	10070123
44535554	10070124
44535568	10070125
46297417	10070126
42079310	10070127
42069909	10070128
42070121	10070130
42069916	10070131
42041233	10070133
42070249	10070134
42041071	10070135
42059239	10070136
42059246	10070137
42070256	10070138
42070059	10070139
44342934	10070140
44196548	10070141
44165530	10070142
44196570	10070143
44196576	10070144
44729824	10070145
44704200	10070146
44729830	10070147
46859890	10070148
42060686	10070149
43522032	10070150
42096250	10070151
43053288	10070152
42096204	10070153
42079516	10070154
46463598	10070155
42126075	10070156
43503755	10070157
43397612	10070158
42078951	10070159
42096000	10070160
43522024	10070161
42096088	10070162
42116420	10070163
42096076	10070164
42101342	10070166
42079823	10070167
43838920	10070168
43504010	10070169
43503934	10070170
46475661	10070171
43503749	10070172
42096094	10070173
43324473	10070174
42095993	10070175
43488490	10070176
42096100	10070177
43329540	10070178
43075698	10070179
43526521	10070180
43341124	10070181
43167068	10070182
42096164	10070183
43378669	10070184
42123108	10070185
42109319	10070186
42109325	10070187
42116527	10070188
43382774	10070189
42109361	10070190
47022143	10070191
45277621	10070192
43503940	10070193
43209160	10070194
43209141	10070195
42096198	10070196
42096243	10070197
43217144	10070198
45188230	10070200
46925988	10070201
43209176	10070202
46480884	10070203
43419251	10070204
46667533	10070206
46668251	10070207
46463537	10070208
42109347	10070209
43007686	10070210
42116512	10070211
43338373	10070213
43410432	10070214
42090575	10070215
43691706	10070216
43667262	10070217
43564579	10070218
43628678	10070219
46587323	10070220
46587330	10070221
43838168	10070222
43838883	10070223
46862936	10070224
43971607	10070225
42101859	10070226
43535417	10070227
43535424	10070228
46453902	10070230
45867579	10070231
46923364	10070232
43689344	10070233
46453909	10070234
46453915	10070235
46453921	10070236
46972825	10070237
43973414	10070238
43971588	10070239
46476531	10070240
46476538	10070241
42125370	10070242
46664624	10070243
46692156	10070244
46887777	10070245
43628654	10070248
43564551	10070249
43564555	10070250
43564567	10070251
43564563	10070252
43628658	10070253
43577943	10070254
43539881	10070256
43548487	10070257
42116535	10070258
42116531	10070259
42116545	10070260
42116552	10070261
43691700	10070262
43691696	10070263
42102254	10070264
43564559	10070265
43682689	10070266
43007690	10070267
43903633	10070268
43733725	10070269
43733742	10070270
43764664	10070271
43775732	10070272
42109340	10070273
43733415	10070274
43564583	10070275
43733721	10070276
43733734	10070277
42096222	10070278
45934329	10070279
43733662	10070280
44259620	10070281
43733464	10070283
44915618	10070284
43733468	10070285
43738758	10070286
43738762	10070287
43682671	10070289
42067434	10070290
42041124	10070291
42069989	10070292
42069863	10070293
42070111	10070296
42041028	10070297
42062196	10070299
42079296	10070305
44241989	10070306
42060750	10070307
42062189	10070308
44196543	10070309
44246985	10070310
42062183	10070311
42070812	10070312
42062176	10070313
44241995	10070314
44242001	10070316
44627894	10070318
44342981	10070319
44342987	10070320
44342993	10070321
44165568	10070322
44417879	10070323
44729904	10070324
44738803	10070325
44342999	10070326
44314021	10070327
44314027	10070328
44314033	10070329
44738865	10070330
44321681	10070331
42051575	10070339
42062231	10070340
44783748	10070341
44783893	10070342
44783899	10070343
44810547	10070344
44729836	10070345
47696645	10070346
48245194	10070347
44877384	10070348
44877392	10070349
44172183	10070350
45526079	10070351
44775537	10070352
47696629	10070353
46723164	10070354
46859877	10070355
44574629	10070356
44822327	10070357
46723218	10070358
44574641	10070359
44641653	10070360
44799744	10070361
44799729	10070362
44329617	10070363
45205616	10070364
44165536	10070365
44628016	10070366
44729849	10070367
44729842	10070368
42070628	10070369
42067442	10070374
42069854	10070375
42041115	10070376
42070576	10070377
42070584	10070378
42090516	10070379
42079288	10070380
42079524	10070381
42060629	10070382
42070605	10070383
42069878	10070384
42069886	10070385
42073626	10070387
42079756	10070388
42078861	10070390
42073405	10070391
42079345	10070392
42079225	10070393
42073428	10070394
42073420	10070395
42079763	10070396
44178125	10070397
44157995	10070398
44189060	10070399
42078847	10070400
44189043	10070403
44189027	10070404
45266568	10070405
45277582	10070406
42073480	10070408
42073486	10070409
42073513	10070410
42073493	10070411
42073500	10070412
42073507	10070413
42078832	10070414
42079302	10070415
42079539	10070416
42079546	10070417
42079553	10070418
42073533	10070419
42079531	10070420
42073553	10070421
42073412	10070422
42078825	10070423
42067469	10070424
42079603	10070425
42079566	10070426
42079002	10070427
42073519	10070428
42070545	10070429
42073559	10070430
42079572	10070431
42073565	10070432
42079578	10070433
42079590	10070434
42078892	10070435
42079509	10070436
42079609	10070437
42079584	10070438
42079094	10070439
42079100	10070440
42073571	10070441
42079081	10070442
42073655	10070443
42073578	10070444
42078899	10070445
42079088	10070446
42078839	10070447
42079074	10070448
42078906	10070449
42073594	10070450
43891525	10070452
42073619	10070453
42073540	10070454
42079067	10070455
42079060	10070456
43891550	10070457
42073526	10070458
42067456	10070459
42073585	10070460
42073381	10070461
42073397	10070462
42079249	10070463
42079327	10070464
42073389	10070465
42080137	10070491
43338888	10070493
42078987	10070494
42079615	10070495
42079636	10070496
43339604	10070497
43339585	10070498
43339617	10070499
43340510	10070501
43387676	10070502
42084575	10070503
42070612	10070504
42051638	10070505
42073633	10070506
42070621	10070507
42073435	10070508
42040997	10070510
42078886	10070511
42040980	10070512
42040987	10070513
44616840	10070515
44716981	10070516
44877328	10070517
44628027	10070518
44628034	10070519
44641639	10070520
44877369	10070521
45233021	10070522
44314039	10070523
46865460	10070524
44704172	10070525
47696670	10070526
44342975	10070527
44667735	10070528
44641563	10070529
44616936	10070530
44627919	10070531
44641646	10070532
47696683	10070533
46866396	10070534
44564486	10070535
44667831	10070536
44667741	10070537
42069565	10070538
42079319	10070539
42051647	10070540
42069574	10070541
42069583	10070542
42073451	10070543
42069722	10070544
42053154	10070545
42069705	10070547
42079053	10070548
42257732	10070549
42069590	10070551
42054856	10070552
42069598	10070553
42069730	10070554
42070014	10070555
42069824	10070556
42070006	10070557
42069606	10070558
42051956	10070559
42070129	10070560
42070242	10070561
44704262	10070562
45515776	10070563
44717037	10070564
44653626	10070565
44653637	10070566
44653648	10070567
44653706	10070568
44717043	10070569
44321654	10070570
44653720	10070571
46665005	10070572
44896721	10070573
44314045	10070574
45039698	10070575
48241853	10070576
46903230	10070577
47702277	10070578
42069957	10070579
42085010	10070580
42069941	10070581
42070969	10070582
42085583	10070583
42041036	10070585
42054849	10070586
42070820	10070587
42051526	10070588
42053163	10070589
42069933	10070590
42069924	10070591
42069972	10070593
42069738	10070594
42069632	10070595
42053171	10070596
46888439	10070597
46903238	10070598
47702207	10070599
47704382	10070600
46407855	10070601
44616965	10070602
46870437	10070603
47704390	10070604
47704398	10070605
42041044	10070607
42051631	10070610
42069661	10070611
42728968	10070612
42069641	10070613
42070835	10070614
44489661	10070615
47735439	10070616
46912025	10070617
44109184	10070618
47726506	10070619
48232522	10070620
48241858	10070621
48232518	10070622
48235053	10070623
47736142	10070624
48371000	10070625
48307139	10070626
48323711	10070627
46898620	10070628
44196554	10070629
42069624	10070630
42073641	10070631
42041007	10070632
42079241	10070633
42069615	10070634
42051656	10070635
42053239	10070636
42069668	10070637
46934889	10070638
42070263	10070639
46944729	10070640
42041249	10070641
48235058	10070642
48235062	10070643
48235066	10070644
48323715	10070645
48233730	10070646
48233734	10070647
48233738	10070648
48233742	10070649
48233746	10070650
48233750	10070651
48233754	10070652
48233758	10070653
48233762	10070654
47702261	10070655
47696690	10070656
46875404	10070657
48235070	10070658
48235074	10070659
47736153	10070660
46865477	10070661
46866380	10070662
42069745	10070693
42069690	10070694
43948686	10070697
43980048	10070698
43775728	10070700
43775736	10070701
43775740	10070702
43775773	10070705
43840820	10070706
43855249	10070707
43779054	10070708
43779026	10070709
43847157	10070710
43779033	10070712
43980038	10070714
43779040	10070715
43980028	10070716
43978319	10070717
43978309	10070718
43978305	10070719
43796738	10070720
43986720	10070721
44094069	10070722
44099809	10070723
44099805	10070724
45277574	10070725
44094065	10070726
45277570	10070727
43779011	10070729
43779019	10070730
43779061	10070731
43779105	10070732
43790951	10070735
43779068	10070736
43800763	10070738
43800780	10070739
43779075	10070740
43779082	10070741
43779098	10070742
43779089	10070743
43805930	10070744
43816281	10070745
43955570	10070747
43955577	10070748
48336153	10070750
46012788	10070751
46012739	10070752
47184151	10070754
44738980	10070757
46012718	10070758
44738969	10070759
44738965	10070760
44738961	10070763
44738954	10070764
44738948	10070765
46012714	10070767
44189109	10070769
44178167	10070770
44189102	10070771
43816274	10070772
43816288	10070773
46465947	10070774
43816292	10070778
43816304	10070780
46906130	10070781
48404264	10070782
43855289	10070783
43850578	10070785
44738941	10070786
44535580	10070788
44535576	10070789
44535503	10070790
43838232	10070791
43948698	10070792
43886400	10070793
43855296	10070794
48369134	10070797
43882687	10070798
43838876	10070799
44172116	10070802
43866113	10070803
48369077	10070804
43955563	10070806
43980021	10070808
44094055	10070809
43978278	10070810
43978298	10070811
44100864	10070812
43978282	10070814
43978294	10070815
43978290	10070816
43955614	10070817
44099742	10070824
44100860	10070828
43973452	10070829
43973435	10070830
43882710	10070831
43978286	10070834
43882680	10070836
43886393	10070838
48369126	10070839
46893819	10070842
46893815	10070843
46892985	10070848
43866149	10070849
43866133	10070850
43866141	10070851
43855245	10070852
43869989	10070853
43882676	10070854
44525328	10070856
44525321	10070859
44525265	10070860
44738915	10070861
44525257	10070862
46012693	10070863
44525316	10070864
44525211	10070865
44525294	10070866
44525287	10070867
44525246	10070868
44497181	10070869
44497121	10070871
44497117	10070872
44497171	10070875
44497163	10070876
44497156	10070878
44497149	10070879
44497142	10070880
46871421	10070881
44417817	10070882
44417810	10070884
44417803	10070885
44403908	10070886
44403851	10070888
44403843	10070889
44391053	10070890
44391045	10070891
44391038	10070892
44391033	10070893
44403901	10070895
44391025	10070896
44391017	10070897
44391010	10070898
44099834	10070900
44099830	10070901
43955610	10070902
43959454	10070903
43978274	10070904
43800791	10070905
43800787	10070907
43790937	10070908
43790944	10070909
43800732	10070910
43800795	10070911
43816311	10070913
43858639	10070914
47479129	10070915
43866099	10070916
44403894	10070917
43855262	10070918
43838213	10070922
43838220	10070925
43840826	10070926
43800742	10070927
43843554	10070928
43843561	10070929
43843574	10070930
43805923	10070931
43863996	10070932
43855283	10070933
43855256	10070934
43800749	10070935
43800756	10070936
43800773	10070937
43847125	10070938
43843578	10070940
44403887	10070941
44403883	10070942
43855304	10070944
43858622	10070945
43866106	10070947
43850591	10070949
44178163	10070950
44178157	10070952
44403836	10070953
44329568	10070954
48241862	10070955
47736797	10070956
47476033	10070957
47736355	10070958
48308785	10070959
45221743	10070960
44641632	10070961
44729817	10070962
44321721	10070963
47801010	10070964
44641549	10070965
47736360	10070966
45956407	10070967
48241876	10070968
47801017	10070969
47801023	10070970
44738858	10070971
47805703	10070972
47805709	10070973
48241868	10070974
46957949	10070975
48235078	10070976
48235082	10070977
48249632	10070978
48320602	10070979
48369060	10070980
48299288	10070981
47736161	10070982
47736166	10070983
44172137	10070984
44717061	10070985
47736171	10070986
48299280	10070987
47795835	10070988
46873265	10070989
46289838	10070990
48299294	10070991
44863977	10070992
42041212	10070993
42069682	10070994
42069948	10070995
42069675	10070996
42069998	10070997
42069901	10070999
42070801	10071000
42069816	10071001
42069838	10071002
42069845	10071003
46866390	10071006
48307115	10071007
48307121	10071008
48307127	10071009
48320595	10071010
46865453	10071011
47733408	10071012
44717095	10071013
46868781	10071014
48307145	10071015
47736147	10071016
48348559	10071017
48320642	10071018
47736025	10071019
42041626	10071043
42041634	10071044
42041641	10071045
42041648	10071046
42041655	10071047
42079255	10071048
42041328	10071049
42043529	10071050
42043536	10071051
42043543	10071052
42043550	10071053
42043557	10071054
42043564	10071055
42043571	10071056
42070447	10071057
42070454	10071058
42051446	10071059
42043578	10071060
42047827	10071061
42047834	10071062
42047841	10071063
42047848	10071064
42047855	10071065
42051488	10071066
42047875	10071067
42047882	10071068
42047889	10071069
42047896	10071070
42772000	10071071
42047910	10071072
43864010	10071073
43539936	10071074
46979045	10071075
45934353	10071076
43239713	10071078
46619135	10071079
43733717	10071080
46476562	10071081
45945241	10071084
46794933	10071085
43733685	10071086
46453931	10071087
46875478	10071088
43733691	10071090
43980003	10071091
46858176	10071092
43738742	10071093
45277614	10071094
46842002	10071095
47009760	10071096
46870804	10071097
43338106	10071098
46863925	10071099
43561042	10071100
46637401	10071101
42109354	10071102
46872101	10071104
46842015	10071105
46822424	10071106
46480928	10071107
46872418	10071109
46863970	10071110
46476592	10071111
46934381	10071112
43738748	10071113
43755076	10071114
43340002	10071115
46497788	10071116
46934388	10071117
46480897	10071118
46859936	10071119
46587339	10071120
46856521	10071121
46873293	10071122
46862971	10071123
46886694	10071124
46863649	10071125
46663128	10071126
42123115	10071127
43850538	10071128
43855300	10071129
46637394	10071130
46876021	10071131
46476599	10071132
43870011	10071133
46880589	10071134
46883996	10071135
46499564	10071136
46868414	10071137
47227499	10071138
46863656	10071139
46863261	10071140
46530555	10071141
46476569	10071142
43523588	10071143
46868479	10071144
43847134	10071145
